INDEX,TARGET,FixedAcidity,VolatileAcidity,CitricAcid,ResidualSugar,Chlorides,FreeSulfurDioxide,TotalSulfurDioxide,Density,pH,Sulphates,Alcohol,LabelAppeal,AcidIndex,STARS
4453,4,7.3,.26,-1.17,5.2,.04,31,141,.95104,3.16,.59,11,0,8,3
4454,4,8.8,1.78,-.79,-18.9,.032,-153,125,.99253,3.76,.81,12,1,7,1
4455,5,13.1,.69,1.06,-25.9,-.058,164,-65,.94758,3.16,.39,11.4,0,8,3
4457,3,-2.5,-.39,.38,18.5,.191,23,125,.99338,3.13, ,8.6,-1,8,1
4458,4,16.2,-.68,1.94,11,.047,37,427,.98294,2.99,.97,15,1,8,3
4459,4,.3,1.76,.27,11.6,.554,82,67,.99314,2.96,.38,18.9,0,7,1
4460,3,1.3,.21,1.48, ,.049,62,909,1.04609,3.01,-.83,9.3,-1,9,1
4461,0,10.5,.36,1.51,51.2,.559,59,23,.97718,1.61,1.01,12,0,11, 
4462,3,14.9,.18,.81,-33.3,.052,-211, ,.96117,3.99,2.24,11.6,-1,8,2
4464,2,7.1,.35,.36,11.95,-.262,105,111,1.04422,5.63,1.35,11.5,-1,8,1
4465,3,3.3,.06,.65,8.3,.083,27, ,.9964,3,.35,9.2,0,8,2
4466,4,7.7,.25,.03,17.6,-.324,49,169,.99745,3.07, ,5.7,0,8,1
4470,0,1.4,1.4,1.04,2.1,.612,50,-7,.9951,5.01,.44,11.2,0,8, 
4471,3,6.7,.3,.21,12.1,.103,144,127,1.03595,3.09,.53,11.5,-1,8,1
4474,3,6.8,.17,-.53,2,-.058,38,283,.99314,2.14,1.71,16.4,-1,7,2
4475,2,.3,.16,.25,-25.5,-.589,59.5,3,.995,3.16,1.55,10.8,-2,7,1
4477,2,6.1,.43,.14,13.5,-.219,96,207,.96339,3.07,.34,9.2,0,7,1
4478,3,8.4,1.62,-2.66,8.5,.13,-159,253,.9953,3.11, ,14.4,-1,8, 
4479,0,5.2,.44,-.46,1.4,.052,43, ,.9894,3.5,.33,11.4,0,6,1
4480,3,7.1,-.34,.17,13.9,.967,-165,162,1.02653,2.91,3.52,9,-1,7,2
4481,5,19.3,1.045,.36,1.2,.552,65,80,.9913,1.91,.36,14.4,0,9,3
4482,3,1.6,.25,.75,2.05,.272,-45,100,.99607,3.19,.44,10.8,-1,8, 
4483,2,8.3,-1.32,-.89,39.9,-.413,100,-26,.9937,3.32,.52,9.6,-1,9,1
4484,0,8.2,1.51,0,-3.4,.466,-209,119,.9978,3.37,-.66,9.6,0,9, 
4485,5,6.8,.19,.42,-20.5,.067,240, ,.9958,3.3,-1.22,21.6,1,8,3
4486,3,20.3,.49,-.36,17.8,-.087,299,630,1.01626,2.98,2.68,15.2,0,10,1
4487,4,7.2,.79,.63,85.2,.044,58,180,.9974,3.09, ,8.7,0,8,4
4488,0,6.4,2.64,.31,106,-.41,283,-176,1.02257,3.18,1.82,7.3,-1,7, 
4489,4,-4.1,-.27,.49,9.9,.054,275,570,.9937,3.01,.28,13,0,8,2
4490,4,18,.16,1.71,-54.9,-.311,29,-209,.98972,3.23,.36,12.1,0,7,2
4491,4,-5.6,.39,.29,-45.35, ,-118,233,.99056,3.29,2,18.8,-1,7,2
4492,3,6.9,.3,1,-68.2,-.263,40,156,.98968,4.15,.36,10.2,-1,8,2
4493,0,8,1.485,.24,2.8,.083,10,-256,.89852, ,-.24,3.3,-1,9, 
4494,0,-1.7,.2,.27,3.5,.038,-2,134,.99496,2.15,.16,11.5,1,7, 
4495,0,11.9,1.535,1.31,4.2,.095,10,286,1.00315,2.92,2.51,5,1,17, 
4496,4,.9,-.25,-.95,8.2,.756,-546,98,.99234,2.99,1.65,11.4,0,7,3
4497,7,5.9,1.51,.32,6,-.041,-111,127,.97282,3.91,.58,12.5,2,7,4
4498,4,-5.2,-1.26,1.89,1,.106,6,94,.9912,2.44,-.13,8.2,0,7,2
4499,3,-7.5,-1.1,1.55,32.9,-.178,-210,584,1.00898,3.17,-.45, ,-1,7, 
4501,3,7.7,.34,.58,-95.7,.039,160,-98,.9978,3.51,.49,15.1,0,9,2
4502,2,6.2,.38,.18,-64.5,.517,28, ,1.03305,2.78,.71,9.2,0,7,1
4503,0,12.3,.41,.63,-19,-.354,-45,-199,.99645,3.16, ,9.5,1,13, 
4504,6,18.6,.04,.49,11.8,.048,-206,330,.9968,3.09,.46,7,1,9,3
4505,3,6.6,-1.13,-2.94,1.5,.18,361,52,.98925,2.14,-1.31,14.6,-1,7,2
4506,0,13.7,.17,1.03,38.5,.302,-119,270,.9904,3.62,-1.1,8.5,0,8, 
4507,4,6.2,.83,-.08,32.9,.533,64,578,.9951,3.59,.36,9.3,0,7,2
4508,3,6.4,.29,1.13,3.6,.2,75,-100,.99942,3.02,.41,9.1,0,7,2
4510,5,7.4,.24,.26,-4.8,-.247,24,127,1.03003,2.99,.5,16.5,0,8,3
4511,4,14.4,-.15,.28,5.7,-.11,203,204,.98484,3.17,.64,12.5,0,8,2
4512,4,6.3,.17,1.21, ,.028,45,606,.9908,2.29,.43,13,0,7,2
4514,5,7.6,-1.05,.83,12.8,.271,-189,96,.96851,3.08,.29,5,1,8,3
4515,5,6.4,.27,-.16,7.3,.046,-14, ,1.04208,4.23,1.21,11.2,1,7,4
4516,4,6.4,-.57,1.69,37.9, ,25,80,.9942,4.08,.25,16.5,0,7,1
4517,3,7.2,.1,.46,6.4,.036,17,-208,1.00872,3.1,1.26,11.7,-1,8,1
4518,3,4,.7,.26,-23.6,.018,26,124,.99428,2.1,.5,15.5,-1,7,1
4519,0,6.2,1.63,.15, ,.127,-155,-342,1.08869,2.15,.6, ,0,7, 
4520,5,16.5,.2,.28,4.7,-.507, ,411,.98057,3.4,.16,11.4,1,6,4
4522,0,-1,-.22,-.16,1.7,-.229,115, ,.97102,2.04,.23, ,0,6, 
4523,0,18,1.4,2.01,-53.7,.546,282,145,.9975,3.04,1.03,9.3,1,10, 
4524,3,10.5,.12,1.96,1,.022,-240,94,.93995, ,.57,9.2,-1,7,1
4525,4,17.4,.2,-2.62,-98.5,.049,-126,93,.9928,3.15,.42,15.3,0,6,1
4526,3,11.7,-.9,-.24,-50,.03,43.5,133,1.05106,3.03,.56,11,0,9,1
4528,4,7.8,.22,.36,-27.6,.642,21,153,.95075,3.2,2.25, ,0,8,2
4529,3,7.8,.12,.33,2.4,.08,147,-183,.99655,3.3, ,4.1,0,9,1
4531,0,9.8,-.45,.39,-17.6,.583,-221,65,.99729,2.71,-.49,15.6,1,11,1
4534,3,3.7,.18,.37,29.4,-.19,161,-289,.97593,3.3,-1.05,6.2,-1,7, 
4537,3,6.8,2.08,1.21,-42,.08,82,39,1.00728,2.33,.74,9.7,0,7, 
4538,4,10.4,.55,-.44,2.7,.091,36,-34,1.01155,3.22,2.31,9.2,0,11,3
4539,4,5.2,-.77,.27,8.4,.057,-22,160,.99257,2.09,.36,11.8,0,8,4
4540,4,8.5,-.73,.74,-28.15,.15,-187,255,.9859,1.78,-1.88,9.2,1,10,3
4541,1,6.4,.5,.16,-98.3,.568,-22,138,1.01765,3.28,.33,11,-2,7,1
4543,4,6.6,.19,.33,-33.6, ,-125,-218,.99196,2.58,2.09,10.2,1,7,3
4544,0,6.5,1.305,.95,-5.8,-.165,-18,-149,.9975,3.93,-.75,9.9,0,8, 
4545,0,-1.4,2.36,.02,-20.8,.253,-184,-198,.99498,3.35,.62,4.1,-1,7, 
4546,2,5.9,2.6,.4,46.6,.047,-123,92,.99232,3.2,-.66,10,-2,7,1
4547,0,6.7,1.22,.24,10.3,.057,321,220,.99519,2,.99,9.7,-1,7, 
4548,0,7.2,.23,.32,1.6,.027,-183,191,1.01453,3.29,.54,17.9,-1,7,1
4549,5,8.6,-.97,1.33,60.4,.04,24,163,.95421,3.25,.55,17.8,1,9,3
4550,0,6.8,2.36,.6,33.6,.636,5,10,1.02308,3.42,-.97,9.5,0,7, 
4552,3,.4,1.7,.18,7.7,.096,118,210,.99771,3.01,.72, ,0,7,1
4553,0,6.8,3.04,1.28,-34.9,.058,64, ,.9952,3.13,.51,10.5,-1,7, 
4556,4,15.4,.64,.43,60,.056,263, ,1.00431,3.89,.51, ,0,7,2
4557,0,11.4,-.1,.9,2.3,-.983,13,873,.99476,4.15,.0900000000000001,4.3,0,8, 
4558,3,6.4,.18,.75,59.1,.045,39,274,.99221,3.1,.35,16.7,-1,7, 
4559,3,-4.7,1.35,-2.33,51.9,1.194,37,-267,.95887,3.65,.45,10.8,-1,7,2
4560,5,-1.6,-.07,.21,1.6,.08,117,114,.99689,3.58,.41,9.8,2,7,2
4561,5,5,1.16,1.3,45.9,.049,44,176,.9958,2.48,2.32,9.8,1,7,2
4562,2,6.7,.23,.17, ,.559,14,100,.9537,3.07,.55,9.5,-1,7,1
4563,0,12.1,.99,.4,-4.85,.319,47,647,.99945,2.94, ,9.1,0,8, 
4565,0,7.1,.17,-1.2,2.8,.034,-130,-34,.99152,3.91,-.26,9.6,0,7, 
4566,3,8.7,.35,.17,-49.6,.485,144,-36,.99297,4.14,.14,3.5,-1,8,1
4567,3,-4.1,.89,.27,-53.1,-.56, ,179,.9948,3.34,2.07,9.4,-1,7, 
4568,0,25.6,.66,0,43.3,.087,206,11,1.00442,3.21,-.7,12.8,0,6,1
4569,3,0,-.23,-.89,-57.8,-.544,10,131,.9905,2.77,.28,10.8,0,7,2
4570,0,.0999999999999996,-.82,.53,52.1, ,3, ,.99467,3.02,.5,10.9,1,12, 
4571,6,-2.2,-.75,.19,-13.7,.307,-38,-94,.98304,2.71,1.27,11.4,2,8, 
4574,0,8.3,.3,.49, ,.09,-121,210,.99498,2.13,1.93,12.1,0,9,1
4575,3,6.7,-.94,.46,9.7, ,103,234,.99848,3.23,1.76,9,0,8, 
4576,3,-3,.75,1.41,14.5,.505,6,500,1.0107,3.14,-.21,16.3,0,7,2
4578,1,6.6,-.29,.36,8.1,.045,98,180,.96501,3.61, ,5.4,-2,7, 
4580,4,15,1.33,.29,2.8,-.287, ,107,1.00377,3.31,.63, ,-1,7,2
4581,6,6.1,.16,-.19,6.1,-.185,31,114,.96557,3.32, ,10.1333333333333,1,7,2
4582,0,9.4,.27,1.48,2.4,-.868,6,235,.9962,3.2, ,12,0,10,1
4585,0,5.6,1.37,.09,-58.4,.318,518,386,1.00179,2.65,.63,10.9,1,6, 
4586,0,7.4,1.6,.27,2.1,-.469,14,25,.95185,2.19,.86,12,0,8, 
4587,4,5,.35,-.79,-6.2,.031,173,116,.99241,1.09,.96,11.3,0,6,3
4588,0,6.8,.51,.02,27.7,.078,93,193,1.03051,3.58,.62,10.4,1,7, 
4589,4,14.4,.18,.31,-44.5, ,271,-91,1.03452,4.41,1.24,9,0,8,2
4590,2,4.5,.345,.27,27.8,-.142,38,588,.99486,3.31,.56,6.7,-1,7,1
4591,3,6.2,-.2,1.08,2.8,.04,7,125,.98954,3.01,.46,9,0,7,2
4592,0,12,-.2,.45,2.6,.119,-215,234,.99708,2.2,1.49,5.4,-1,12, 
4593,3,-1.8,.14,.27, ,.439,22, ,.9949,3.34,-.95,9,0,6, 
4594,3,10.3,-1.09,1.19,-21.1,-.29,581,219,.99668,3.85,.42,9.1,-1,7, 
4595,3,-4.3,.28,-.46,11.9,.298,51,149,1.03878,3.02,.74,10.4,-1,7,3
4597,3,16.3,.31,.49,11.1,-.288,34,147,.91037,4.1,.58,8.2,0,10, 
4598,5,7.1,.12,1.19,9.6,.608, , ,.9962,3.4,.41,9.7,2,8,1
4600,4,16.3,.64,.23,115,.114,257,87,.99538,3.36,-2.46,10.9,1,8,1
4601,2,5.3,.18,1.19,17.05,.047,53,139,.99724,3.25,-.09,4,-2,7,2
4602,2,16.5,1.61,.4,4.6,-.368,-252,-400,.9915,3.31,-1.38,12.6,1,8,3
4603,0,14.6,.67,-.71,49.4,.186,-143,141,.996,3.39,.46,11,0,8, 
4604,2,5.9,1.38,-.8,1,.096,-111,275,.99728,3.78,-1.76,14.7,-2,6, 
4605,4,7.9,-1.26,1.83,31.6,.053,47,150,.9948,2.42,.76,14,0,8,2
4606,4,4.1,-.21,.3,-57.3,.025,25,76,.9949,3.11,-.89,9,0,7,2
4608,3,10.6,.33,.23,-16.1,.214,-242,256,.98139,2.76,-.64,6.7,0,6,3
4611,5,5.7,.1,.24,-47.1, ,44,-589,.99837,2.97,2.25,7.6,1,6,2
4612,2,9.3,3.24,1.77,-48.6,.262,102,171,.9932,3.16,.36,9.5,-1,7, 
4613,5,6.7,.00999999999999998,-.49,11.3,-.409,94,173,1.03514,4.23,.9,12.8,1,7,2
4614,0,7.1,1.87,.22,-18.4,.21,19,357,.98001,3.42,.76,9.5,0,14, 
4615,6,1.6,1.61,-.08, , ,127,152,.9934,3.45,.49,10.7,0,9,4
4618,1,6.4,.46,.22,106.8,.047,51,183,.952735,3.71,.29,10.5,-2,7,1
4619,3,5.9,1.32,.3, ,.212,291,150,.99592,3.12,.1,8.2,0,7,2
4620,2,7.8,.24,.38,2.1,.323,14,565,.994,1.21,.55,13.3,-1,8,2
4621,2,3.7,1.13,-1.47,-43.1,-.472,51,-272,1.04372, ,-1.23,11.8,-1,7,1
4622,0,6.4,.57,.02,1.8,.067,4,-19,.997,5.63, ,9.5,-1,7, 
4623,0,-.5,.43,.36,9.2,-.08,172,-68,.9976,3.44,.3,9.4,0,7, 
4624,6,11.4,.9,.35,63.4,.342,3,46,.99439,3.19,.01,12.8,2,9,2
4625,0,7.5,.72,-.72,6.55,.026,275,370,.99244,2.92,.35, ,0,8, 
4626,4,4.9,.32,1.74,2.9,.029,-245,-141,.99762,2.93,-.24,8,0,7,1
4627,4,6.6,.16,.3,1.6,.616,138,78,1.01971,3.38,.44,5.8,0,7,4
4628,4,6.8,.13,.39,19.1,.034,-240,102,.99121,1.5,.6,15.2,-1,7,2
4629,3,3.2,1.64,.2,-97.1,.581,30,92,.97015,2.46,.58,6.6,0,8,2
4630,4,7.2,-.07,-1.09,3,.348,-156,117,.96774,3.36,.0600000000000001,11.7,0,8,1
4631,4,10.3,.26,.43,-1.7,.022,179,134,.98487,1.87,1.3,11.5,0,8,1
4632,4,16.5,1.06,.32,12.75,.053,267,145,.9972,3.17,.95,10.2,0,9,2
4634,5,9.2,.7,.44, ,.031,-157,-72,.9929,2.86,-.39,10.4,1,10,3
4635,2,7.3,.72,-.11,7.2,.23,-229, ,1.03755,3.12,1.6,4.9,-1,8,1
4636,4,5.8,.2,.3,27,.031,-227,-329,.97087,3.44,.55,15,0,6,3
4637,6,3.4,.44,-1.75,5.45,.214,-133,137,.98984,3.13,.18,13,0,7,2
4639,0,6.7,.8,-.34,8.5,.059,-229,152,1.04,4.01,2.61,13.8,-1,7, 
4640,3,6.4,-.65,.32,6.5,-.066,-1,174,.96211,2.44,.48,9.4,0,7,1
4642,5,6.6,.38,.28,2.8,.043,-233,34,.98924,3.21,-.25,13.2,1,7,2
4643,3,22,3.01,.24,63.3, ,231,63,.99735,3.15,-.55,5.7,-1,11,2
4644,0,7.1,.75,-.77,-8.6,.059,-387,224,.99242,4.13,-.04,12.8,0,8, 
4645,4,8.1,.2,1.88,.9,-.442,49,239,.99062,2.92,-2.52,11.1,0,9,3
4646,4,19.4,.315,-.95,-23.9,.084,5,15,.9987,2.56,.94,12,0,12, 
4647,0,22.9,.25,-.13,2.2,-.088,-249,-99,1.0841,4.39,1.57,12.3,-1,8, 
4648,5,1.1,.53,-.45,-55,.076,368, ,1.00504,3.2,-1.11,13.2,-1,6,2
4649,3,18,1.59,.42,5.1,.036,484,77,.9939,3.31,.52,11.7,0,9,3
4650,4,4.6,.29,.34,7.8,.25,49,128,.99397,3.21,.4,8,0,8,2
4651,5,7.4,.97,1.87,52.5,.471,-32, ,1.03633,4.71,.58,9.7,1,8,3
4652,4,7.2,.695,.13,-31.2,.631,12,49,1.00412,3.29,-.95,9.4,1,8,2
4654,4,-1.1,1.67,1.47,15.1,.03,34, ,1.00527,2.63,-1.01,12,-1,8,2
4656,4,12,.26,.37,-57.8,-.539,54,575,.99523,2.39,.48,9.5,0,7,3
4657,4,13.3,.61,.18,-5.3,-.272,-139,384,.9963,3.29, , ,0,8,1
4658,4,12.1,2.45,-.33,34.2,.038,154,-36,.97194,3.24,.93,10.1,1,7,1
4660,0,7.5,.6,.04,-56.1,-.16,-388,502,1.02302,3.45,1.61,8.4,0,8, 
4661,2,7.2,1.02,.85,16.2,.632,-48,291,.9987,1.8,.36,6.9,-2,8,2
4662,2,6.8,.63,-.06,13,.29,22,282,.97928,3.05,.67,8.7,0,8, 
4663,4,6.6,-.9,-.68,-88.3,1.006,77,231,.95734,3.24,.52,9.5,0,7,2
4664,3,5.6,-2.72,1.62,-31.2,.04,563,120,.99026,6.05,.39,4.7,0,6, 
4665,0,-6.7,2.39,.42,-22.7,.081,-250,375,.99179,3.2,-.1,5.7,-1,11,1
4666,4,12.5,.2,.27,23.8,-.464,30,180,.9941,3.46,.44,5.5,-1,8,1
4667,0,6.7,-.23,.13,2,.076,15, ,.99572,6.05,.64,5.3,1,7,1
4668,0,7.4,-.18,.48,7.3,-.307,-128,376,.97744,3.34,-.58,12.2,-1,10, 
4670,0,4.8,.62,-.47,2.7,.088,5,-178,.9868,3.31,.58,10.7,0,9, 
4671,0,9.8,.5,.75,-99.2,.547,-270,42,.97672,3.24,.09,12.9,0,11, 
4672,2,11.4,.99,.4,41.4,.295,-253,-137,.99174,4.37,-1.13,11.1,-1,8,2
4673,0,7.2,2.205,-.43,42.95,-.165,4,124,.95516,3.69,-.74,17.7,1,8, 
4674,2,-2.3,.46,.95,1.6, ,7,11,.99425,4.3,.52,11.4,-1,7, 
4675,3,9.7,.24,.35, ,.05,-236,565,1.02074,2.98,.5,6.8,0,7,2
4676,5,6.6,.32,.22, ,.046,63,404,.96892,3.22,.77,7.6,1,7,3
4677,5,10.7,-.92,.58,5,.073,-57,-133,.9984,3.18, ,8.7,1,7,4
4679,2,-4.6,.33,.26,79.2,.049,153,210,.99907,3.06,.68,9.5,-1,8, 
4680,0,6.6,.22,.31,-49.5,.864,116,136,.99704,3.14,1.73,10.6,0,7, 
4681,0,5.9,.4,.58,-41.6,.345,208,127,.97717,3.51,.58, ,0,7, 
4682,6,17.2,-.49,.83,3.6,-.337, ,143,.99022,3.15,1.5,16.3,0,7,3
4683,5,15.5,-1.08,1.69,-35.2,.067,37,104,.99161,3.55,.51,15.8,0,7,1
4684,2,24.6,1.63,.26,37.2,-.055,212,139,.97315,3.3,.46,7.1,-1,7,1
4687,4,-.5,.24,.43,5.4,-.315,-209,-119,.99045,3.15,.38,18.5,0,7,3
4688,3,6.9,.24,.34,51.4,.254,43,-12,.98056,3.29,.59,8.8,-1,7,3
4689,3,12.6,.53,.74,-23.7,.044,18,386,.992,3.38,.55,8.7,0,8,2
4690,0,-2.1,.37,.3,1.1,-.226,24,307,.98883,3.18,-.26,11.7,-1,6,1
4692,4,8,1.28,-1.1,-31.8,-.065,83,197,.96206,3.32,.45,5.7,0,9,2
4693,4,10.4,.58,.08,58.8,.048,-224,28,.9759,3.38,2.16,10,1,8,2
4694,3,-3.9,.15,.24,54.7,-.464,-20,528,.9951,3.59,.31,.799999999999999,-1,8,2
4696,4,7.3,1.44,.19,51,-.041,27,155,.9931,4.33,-1.4,8.2,0,8,3
4697,4,13,-.73,1.67,67.7,.044,39,159,1.03379,1.71,-1.4,11.4,0,8,3
4699,3,6.4,.16,.48,-15.6,.047, , ,.9933,3.39,.54,11,-1,7,3
4701,0,-1,.39,-.57,56.2,.513,-254,-81,.99859,3.26, ,10.9,0,10, 
4702,6,-.5,.24,3.37,1.8,.273,-177,150,1.04665,3.9,.24,10.2,2,9,4
4703,5,3.9,.29,1.28,-32.9,-.551,-184,268,.99674,4.41,.53,10.4,1,7,3
4704,3,.899999999999999,-.9,.09,-3.8,.046,52,32,1.01245,4.98,.51,9.4,0,8,3
4705,4,8.8,.3,-.25,16.7,.06,-102,72,.99543,3.39,.02,7,0,9,2
4706,0,11.8,.26,.49,2.3,.037,37,161,.9954,1.63,.99,12.1,0,7,2
4707,5,4.8,.13,.32, ,.418, ,98,.9898,3.42, ,11.8,0,5,4
4708,5,5.4,1.71,.36,-30.6,.252,263,121,.98976,2.58,.27,12.1,0,6,2
4709,0,9.3,.45,-.12,1.5,-.219,-23,55,.96728,1.84,.73, ,2,10, 
4710,4,7.9,.72,.18,13,.033,-243,148,1.02552,3.37,1.31,11.3,0,9,4
4712,3,12.7,.15,.34,5.3,-.098,283,11,1.02469,3.37,2.16,9.3,-2,8,1
4713,0,8.5,.28,-.52,2.1,.137,-281,9,.99376,4.09,.4,17.5,-1,9, 
4714,4,.2,.04,.52, ,.421,135,105,1.03751,3.27,.37,15.7,1,8,2
4715,5,8.5,.3,.32,-33.9,.105,-36,90,.99185,3.37,.68,11,0,7,1
4716,0,5.2,.61,.11,83.9,.066,-91,28,.99483,3.55,1.75,10.9,1,7,1
4717,4,-3.2,-.66,-1.15,48.9,.04,38,348,.998,3.33,.79,11,0,8,2
4718,2,1.5,.37,1.87,9.5,-.175,54,166,1.037,3.85,.42,5,-1,8,2
4719,3,7.9,1.09,.23,66.6,.077,18,45,1.02678,3.29,.54,9.3,0,8, 
4720,0,11.3,.18,1.24,1.6,.047,22,-84,1.03817,4.22, ,10.7,0,8, 
4721,4,6.6,.33,.32,85.5,.054,62,95,.99734,3.25,1.95,10.4,1,7,2
4723,0,6.1,-.55,.58,48.2,.044,-54,761,1.04318,3.15,.51,3.7,-1,7, 
4724,4,1.7,.32,.45,7.7,.157,75,692,.99134,3.2,2.33,26,-1,7,2
4725,3,7,.14,.3,1.3,-.182,-95,91,.99268,2.64, , ,-1,8,1
4726,4,2.2,.27,.46,17.55,.052,45,487,1.03123, ,.52,8.9,1,8,2
4728,4,6.1,.27,.68,-21.5,.034,-127,-260,.96177,3.36,1.67,19,0,7,2
4729,4,7.7,.61,-.94,7.7,.096,28,-635,1.02389,3.56,.72,9.2,1,7,2
4730,5,6.5,1.13,-.4,-30.1,-.038,38,-218,.99364,3.16,.33,10.1,1,7, 
4731,3,6,.39,.77,1.2,.042,220,172,1.02069,4.23, ,16.7,0,7,2
4732,4,1.5,.31,-1.19, ,.033,-194,74,.99064,4,.65,12.5,0,7,2
4733,0,8.3,1.71,-1.1,57.2,.646,61,-119,1.0233,4.35,-1.2, ,0,7, 
4734,2,7.2,.85,.48,57.2,-.083,-37,-27,.9951,2.66,.38,9.3,-1,7,1
4735,3,6.3,.23,.49,71.3,.05,67,210,.95092,2.24,-.16,21.8,0,7,2
4736,3,6.2,.3,-.47,-43.8,.008,42,170,1.04194,3.62,1.95,10.6,-1,7,1
4737,3,12.9,.45,0,26.5,.102,-206,511,.9937,3.35,-.62,9.9,0,5,2
4738,0,6.4,1.5,.53,25.9,.081,-214,31,1.03467,3.59,.82,5.6,1,7, 
4739,3,6.6,.31,1.81,1.4,.035,-234,-7,.98836,3,.4,11.3,-1,7,1
4740,0,4.2,.235,.02,15.1,.175,68,-16,.89837,4.01,.86,10.5,2,7, 
4741,4,.300000000000001,-1.05,.46,63.4,.285,39,567,1.00113,3.73,.7,9.6,0,9,3
4742,4,6.3,.24,1.47, ,.23,78,108,.96975,4.21,.39,9.9,0,7,2
4743,0,6.8,.815,-2.58,-3.8,.301,-27,401,.99614,3.32,1.09,3.4,-1,8, 
4744,7,8.1,.17,.44,14.1,.053,43,62,1.01715,4.16,.75,8.8,1,9,4
4745,3,-11.8,.26,3.52,38.8,-.029,52.5,307,.9976,3.03,2.01,10.2,-2,9, 
4746,0,13.7,.53,.6,-13.8,.175,-74, ,.99585,4.2,.86,12.4,-2,11, 
4747,5,5.7,.59,-1.25,6,.36,11, ,1.02772,4.42,-.63,3.5,0,7,3
4748,2,11.5,.81,.3,1.4,.042,26,22,.9954,3.15,.46,9.1,-1,10,1
4749,4,18.4,.21,.31, ,.039,46,403,.95053,4.72, ,10.6,-1,7, 
4750,4,6.6,.23,1.83,-70.75,-.45,-198,144,.97801,3.33,.54,10.2,0,7,2
4751,5,12.3,.22,1.15,1.2,.024,29, ,.98823,4.45,.46,13.05,0,6,2
4752,4,2.2,2.65,1.76,-22.9,.281,32,420,1.01267,3.08,.39,10.5,0,9,1
4753,3,-1.2,.23,.34,9.3,-.546,-186,86,.99574,3.55, ,7.9,0,8,2
4754,5,-6.5,-.41,.33,57.5,.03,54,-158,.9765,3.18,2.04,13.8,0,6,4
4755,4,6.8,1.31,.05,1.6,.588,264,173,1.0167,2.52,.17,2.2,0,8,3
4757,3,-2.4,.29,1.24,13.2,.046,26,787,1.01327,2.55,.37,9.7,-1,9,1
4758,4,-2.4,.28,.26,-14.3,-.554,44, ,.97957,3.32,1.93,13,0,7,1
4759,3,16.2,.25,1.28,1.4,.405,13,546,.9935,3.11,1.38,9.5,0,7, 
4760,0,2.1,.51,.37,-9.7,.036,15,74,.98853,3.09,.49,12.7,0,6,1
4761,4,18,1.22,.54,-39.1,.157,-211,233,.99449,3.11,2.1,10.1,0,8,2
4764,0,7.4,-.28,.07,4,.1, ,-225,1.03376,2.77,-.79,5.4,-2,8, 
4765,4,8.3,-.3,.74,1.85,.051,33,530,1.03948,3.25,-2.93, ,0,9,2
4767,5,18.7,-.58,-.54,-24.6,.043, ,248,.99206,3.21, ,8.7,1,9,3
4768,3,.5,-.62,1.53,29.9,.083,151,248,1.0431,2.54,-.17,9.4,0,8,1
4769,4,3.6,.51,.36,-8.2,.552,40,-44,.9975,2.15,.76,11,0,8,2
4771,3,22.1,1.385,.26,-31.3,.21,40,102,.99094,3.68,1.17,10.6,-1,6,2
4772,5,7,.68,-2.81,-40.4,.027,309,122,.99228,2.45,1.51,12.5,-1,7,3
4773,2,7.4,1.36,-.14,51.5,.135,-204,-113,1.06987,4.63,1.17,5.2,-1,8,2
4774,3,-2.15,-.61,-1.29,9.6,.119,282,286,1.02743,3.15,.44,10.9,-1,8,1
4775,5,16.7,.44,.44,-12.6,.048,29,228,.99955,1.77,.54,11.6,0,7,3
4776,5,.6,-.995,-1.12,-60.35,.537,-99,-166,.989,2.34, ,12.8,0,7,4
4777,6,2.6,.29,.71,-43.8,.084,23,293,.98768,3.04,.68,5.5,1,14,3
4778,3,-12.9,-.01,.28,2.2,.042,-170,64,.99166,2.45,-2.1,17.8,0,8,2
4779,3,9.4,1.91,.06,-18.2, ,30,75,1.01996,3.32, ,13.8,0,6,2
4780,5,6.4,-.58,.26,5.6,.044,308,160,.9949,3.6,.47,10.6,1,7,1
4781,4,7.8,1.05,.08,54.5,.221,78,186,.91885,3.14,1.76,10.6,0,8,1
4782,5,-5.2,.23,.3,14.9,.624,-220,160,.99835,.48,.54,9,1,7,2
4783,3,6.2,.3,.21,1.1,.032,31,111,1.02658,3.78,.42,12.2,-1,7,1
4785,4,8.6,.08,.46,-33.5,.226,269,-331,.9941,4.19,.49, ,0,9,1
4786,5,8.2,.49,.4,-59.5,.027,-133,121,.94855,3.12,-.58,11.3,1,9,1
4787,0,5,.22,.42,14.6,.308, ,-191,1.0003,2.22,.16,8.6,-1,9,1
4788,4,7.7,.43,.37,9.9,.169,-261,210,.94758,3.48,.24,5.1,1,9,2
4789,2,6.3,.67,.3,-8.7,.049,-263,516,1.01356, ,.39,8.9,-1,7,1
4790,3,7.2,-1.14,.26,138, ,279,-134,.9986,3.41,-.81,15.2,-1,8, 
4792,6,6,1.28,.32,7.4,.552,115,159,1.00893,3.19,.5,11.7,2,7,3
4793,5,6,.33,.2, ,.364,49,159,1.01359,3.41,.26,4.6,1,7, 
4794,5,6.6,1.2,.19,19,.031,-212,166,.98036,4.06,.43,12.7,0,7,2
4796,0,10.5,-.89,.95,4.1,.581,24,-356,1.00523,3.21,.69,13.8,0,11, 
